customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,brand,product_line,product_class,product_size,list_price,standard_cost,Profit,address,state,country,Age,
1181,Brita,Plant,Female,2,6/6/1978,Tax Accountant,Argiculture,Mass Customer,N,No,8,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,"$1,544.61",174 Calypso Crossing,NSW,Australia,39,
1205,Barton,Baudts,Male,38,6/5/1978,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,"$1,702.55",5 Corry Court,NSW,Australia,39,
1953,Luisa,McGlue,Female,23,6/5/1978,Paralegal,Financial Services,High Net Worth,N,No,12,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,$834.94,1908 Brickson Park Trail,NSW,Australia,39,
545,Alecia,Crosse,Female,43,6/4/1978,Project Manager,Health,Mass Customer,N,Yes,18,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,$90.10,7 Claremont Court,NSW,Australia,39,
648,Gardiner,Nutley,Male,86,6/4/1978,Accountant II,Financial Services,Mass Customer,N,Yes,9,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,$459.46,3007 Summer Ridge Street,QLD,Australia,39,
2100,Der,Blatcher,Male,34,5/30/1978,Marketing Assistant,IT,Mass Customer,N,No,14,WeareA2B,Touring,medium,medium,"$1,466.68",$363.25,"$1,103.43",8029 Gulseth Center,NSW,Australia,39,
2699,Michal,Woltering,Male,93,5/25/1978,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,16,OHM Cycles,Standard,high,medium,$227.88,$136.73,$91.15,304 Moland Street,VIC,Australia,39,
3519,Aldus,Kenningley,Male,16,5/21/1978,Software Consultant,Manufacturing,Mass Customer,N,Yes,11,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,"$1,069.55",46523 Mcbride Circle,VIC,Australia,39,
3273,Darline,Alpes,Female,72,5/17/1978,General Manager,Entertainment,Mass Customer,N,No,11,Norco Bicycles,Standard,medium,small,"$1,216.14","$1,082.36",$133.78,70875 Hudson Point,VIC,Australia,39,
1850,Dare,Wasling,Male,4,5/16/1978,Biostatistician II,Manufacturing,High Net Worth,N,No,7,WeareA2B,Standard,medium,small,$175.89,$131.92,$43.97,6876 Mandrake Avenue,NSW,Australia,39,
1863,Adelbert,Doelle,Male,10,5/11/1978,VP Product Management,Telecommunications,High Net Worth,N,No,20,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",$199.10,95 Fallview Avenue,VIC,Australia,39,
3097,Alessandro,Casley,Male,2,5/9/1978,Actuary,Financial Services,Affluent Customer,N,Yes,19,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,$827.16,3 Oriole Place,VIC,Australia,39,
1206,Lucina,Metcalf,Female,13,5/7/1978,Paralegal,Financial Services,Mass Customer,N,No,13,Solex,Road,medium,medium,$416.98,$312.74,$104.24,1 Namekagon Parkway,QLD,Australia,39,
3422,Lucine,Virgin,Female,38,5/6/1978,Professor,Manufacturing,Mass Customer,N,No,5,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,"$1,295.43",8 Lake View Way,VIC,Australia,39,
3941,Cinnamon,Batram,Female,27,5/3/1978,Technical Writer,Manufacturing,Mass Customer,N,Yes,11,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",$144.26,9 Huxley Circle,VIC,Australia,39,
2925,Henderson,Sloey,Male,36,5/2/1978,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,19,Trek Bicycles,Standard,high,medium,$358.39,$215.03,$143.36,43898 Prentice Court,VIC,Australia,39,
498,Emmalee,Sketcher,Female,58,4/30/1978,VP Sales,Manufacturing,High Net Worth,N,Yes,10,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,$459.46,89 Pawling Court,QLD,Australia,39,
1762,Gaye,Steutly,Female,49,4/30/1978,Research Assistant II,Health,Mass Customer,N,Yes,18,Solex,Touring,medium,large,"$2,083.94",$675.03,"$1,408.91",62842 Pearson Point,NSW,Australia,39,
789,Gabrielle,Giraudot,Female,69,4/28/1978,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,$834.94,5 Sheridan Circle,VIC,Australia,39,
80,Pablo,Small,Male,11,4/24/1978,Data Coordiator,Entertainment,Mass Customer,N,No,13,WeareA2B,Touring,medium,large,"$1,362.99",$57.74,"$1,305.25",51 Leroy Place,NSW,Australia,39,
1258,Nefen,Ferriere,Male,89,4/21/1978,Geological Engineer,Manufacturing,Mass Customer,N,No,6,OHM Cycles,Standard,medium,medium,"$1,636.90",$44.71,"$1,592.19",60 Meadow Valley Avenue,NSW,Australia,39,
585,Tiphany,Bonnier,Female,66,4/20/1978,Pharmacist,Health,Mass Customer,N,Yes,10,WeareA2B,Standard,medium,medium,"$1,807.45",$778.69,"$1,028.76",19795 Bultman Circle,QLD,Australia,39,
1364,Selby,Cabbell,Male,99,4/20/1978,Junior Executive,Manufacturing,Mass Customer,N,No,21,WeareA2B,Standard,medium,medium,"$1,762.96",$950.52,$812.44,67884 Fair Oaks Parkway,VIC,Australia,39,
2723,Morganne,Smitham,Female,71,4/20/1978,Associate Professor,Manufacturing,Mass Customer,N,Yes,18,OHM Cycles,Road,medium,medium,"$1,280.28",$829.51,$450.77,080 Pond Alley,NSW,Australia,39,
3967,Lillis,Dobrowolski,Female,90,4/18/1978,Senior Editor,Manufacturing,Affluent Customer,N,No,7,WeareA2B,Touring,medium,large,"$1,890.39",$260.14,"$1,630.25",76 Hanson Junction,NSW,Australia,39,
248,Inger,Eskell,Female,76,4/15/1978,Clinical Specialist,Health,Affluent Customer,N,Yes,12,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,$110.81,8925 Ryan Trail,NSW,Australia,39,
2545,Grayce,Aumerle,Female,33,4/11/1978,Tax Accountant,Manufacturing,Mass Customer,N,Yes,16,WeareA2B,Road,low,small,"$1,172.78","$1,043.77",$129.01,8611 Loomis Lane,NSW,Australia,39,
2144,Maureene,Kingstne,Female,12,4/11/1978,Office Assistant IV,Property,Mass Customer,N,Yes,9,Solex,Touring,medium,large,"$2,083.94",$675.03,"$1,408.91",4 Milwaukee Park,VIC,Australia,39,
3554,Briggs,Mower,Male,34,4/6/1978,GIS Technical Architect,IT,Mass Customer,N,Yes,16,Giant Bicycles,Standard,medium,large,"$1,812.75",$582.48,"$1,230.27",95465 Union Plaza,QLD,Australia,39,
2340,Joachim,Amer,Male,33,3/29/1978,Research Assistant IV,Health,Mass Customer,N,Yes,16,Solex,Standard,medium,large,$202.62,$151.96,$50.66,4853 Gulseth Avenue,QLD,Australia,39,
2039,Laureen,Blower,Female,38,3/26/1978,Senior Developer,IT,High Net Worth,N,Yes,7,Giant Bicycles,Standard,medium,medium,$642.70,$211.37,$431.33,6759 Nevada Point,NSW,Australia,39,
64,Gerek,Yve,Male,73,3/25/1978,Legal Assistant,IT,High Net Worth,N,No,4,OHM Cycles,Standard,high,medium,$227.88,$136.73,$91.15,077 Clemons Road,NSW,Australia,39,
1195,Ally,Folliott,Female,0,3/22/1978,VP Marketing,Telecommunications,Mass Customer,N,No,18,Giant Bicycles,Standard,high,small,"$1,977.36","$1,759.85",$217.51,237 Summit Pass,QLD,Australia,39,
2316,Vernen,Bourgaize,Male,79,3/21/1978,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11,Norco Bicycles,Standard,low,medium,$958.74,$748.90,$209.84,5583 Prairie Rose Trail,NSW,Australia,39,
2871,Hubie,Keld,Male,49,3/20/1978,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,15,WeareA2B,Touring,medium,large,"$1,362.99",$57.74,"$1,305.25",0162 Darwin Alley,VIC,Australia,39,
1669,Jabez,Glasspoole,Male,74,3/18/1978,VP Accounting,Financial Services,High Net Worth,N,Yes,21,Solex,Standard,low,medium,$945.04,$507.58,$437.46,1128 Golden Leaf Center,VIC,Australia,39,
2990,Brice,Martinuzzi,Male,65,3/16/1978,GIS Technical Architect,Argiculture,High Net Worth,N,No,8,Giant Bicycles,Road,medium,medium,$792.90,$594.68,$198.22,78 Bultman Junction,NSW,Australia,39,
2065,Silvio,Henrichs,Male,66,3/13/1978,Technical Writer,Retail,Mass Customer,N,Yes,12,OHM Cycles,Standard,medium,medium,$912.52,$141.40,$771.12,275 Lindbergh Parkway,NSW,Australia,39,
3194,Hakeem,Bernardinelli,Male,38,3/11/1978,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11,OHM Cycles,Road,medium,medium,$742.54,$667.40,$75.14,19969 5th Parkway,VIC,Australia,39,
1173,Gertie,Chaim,Female,58,3/2/1978,Statistician IV,Retail,High Net Worth,N,No,16,Solex,Standard,low,medium,$945.04,$507.58,$437.46,25522 Mosinee Point,QLD,Australia,39,
2400,Lindsay,Stollsteiner,Male,73,2/28/1978,Office Assistant III,Property,Mass Customer,N,Yes,22,WeareA2B,Standard,medium,medium,"$1,992.93",$762.63,"$1,230.30",9346 Sunfield Plaza,NSW,Australia,39,
3695,Lem,Clamp,Male,33,2/27/1978,Account Coordinator,Entertainment,Affluent Customer,N,Yes,3,Solex,Touring,medium,large,"$2,083.94",$675.03,"$1,408.91",9907 Morningstar Pass,NSW,Australia,39,
2256,Mara,Rosterne,Female,28,2/26/1978,Marketing Manager,Retail,Mass Customer,N,No,15,Giant Bicycles,Standard,medium,large,$569.56,$528.43,$41.13,322 Scott Plaza,NSW,Australia,39,
3162,Deanne,Delacour,Female,76,2/24/1978,Media Manager IV,Argiculture,Mass Customer,N,Yes,15,WeareA2B,Standard,medium,medium,$752.64,$205.36,$547.28,41759 Crowley Circle,NSW,Australia,39,
1324,Randie,Arnowitz,Female,88,2/22/1978,Web Designer III,Manufacturing,Mass Customer,N,No,11,OHM Cycles,Standard,medium,medium,$912.52,$141.40,$771.12,2 Clyde Gallagher Lane,QLD,Australia,39,
718,Cathe,Lorriman,Female,38,2/18/1978,Engineer I,Manufacturing,Mass Customer,N,Yes,7,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,"$1,702.55",57878 Northfield Crossing,NSW,Australia,39,
199,Verla,Alven,Female,61,2/13/1978,Junior Executive,Health,Mass Customer,N,Yes,21,Solex,Touring,medium,large,"$2,083.94",$675.03,"$1,408.91",543 Killdeer Park,NSW,Australia,39,
905,Dorian,Drinkel,Female,41,2/11/1978,Safety Technician II,Manufacturing,Affluent Customer,N,No,12,Norco Bicycles,Standard,medium,medium,"$1,198.46",$381.10,$817.36,6 Fulton Road,VIC,Australia,39,
726,Norma,Blackbourn,Female,69,2/10/1978,Information Systems Manager,Health,Mass Customer,N,Yes,10,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,$834.94,0796 Melody Park,NSW,Australia,39,
1847,Bobinette,Stanaway,Female,68,2/4/1978,Executive Secretary,Manufacturing,Mass Customer,N,No,6,Giant Bicycles,Standard,medium,large,$569.56,$528.43,$41.13,61976 Emmet Junction,NSW,Australia,39,
2058,Ronna,Wickersham,Female,99,2/4/1978,Database Administrator I,Argiculture,High Net Worth,N,No,7,WeareA2B,Touring,medium,large,"$1,362.99",$57.74,"$1,305.25",52541 Lakewood Gardens Court,VIC,Australia,39,
2498,Rosana,Emmatt,Female,70,2/2/1978,Software Test Engineer III,Retail,High Net Worth,N,No,8,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,$110.81,58047 Westport Road,NSW,Australia,39,
3465,Hadria,Pizer,Female,71,2/1/1978,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7,Trek Bicycles,Road,low,small,"$1,720.70","$1,531.42",$189.28,5795 Comanche Circle,QLD,Australia,39,
1663,Analiese,Grimsditch,Female,68,1/30/1978,VP Quality Control,Property,High Net Worth,N,Yes,9,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,$827.16,84741 Scoville Terrace,VIC,Australia,39,
2463,Krystle,Jovicevic,Female,54,1/30/1978,Pharmacist,Health,Mass Customer,N,No,12,Trek Bicycles,Road,medium,medium,$290.62,$215.14,$75.48,8766 Onsgard Plaza,VIC,Australia,39,
884,Pepito,Lamming,Male,11,1/30/1978,Web Designer IV,Property,Mass Customer,N,No,17,Solex,Standard,medium,medium,$575.27,$431.45,$143.82,25 Darwin Terrace,NSW,Australia,39,
2157,Alidia,Petyankin,Female,52,1/30/1978,Community Outreach Specialist,Property,Mass Customer,N,No,19,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",$199.10,27 Dawn Lane,NSW,Australia,39,
1103,Glynnis,Sailor,Female,76,1/30/1978,Financial Advisor,Financial Services,High Net Worth,N,Yes,20,OHM Cycles,Touring,low,medium,"$1,073.07",$933.84,$139.23,47 Chinook Road,QLD,Australia,39,
634,Melonie,Zisneros,Female,35,1/30/1978,Speech Pathologist,Manufacturing,Mass Customer,N,No,15,OHM Cycles,Standard,medium,medium,$795.34,$101.58,$693.76,9 Swallow Way,QLD,Australia,39,
3146,Fredrika,Kleinmintz,Female,79,1/28/1978,Project Manager,Property,Mass Customer,N,No,15,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,$451.65,45 Tony Trail,NSW,Australia,39,
1579,Madelaine,Siegertsz,Female,40,1/27/1978,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17,Giant Bicycles,Road,low,small,$590.26,$525.33,$64.93,4527 Butterfield Circle,NSW,Australia,39,
424,Dennie,Eunson,Male,77,1/25/1978,Research Nurse,Health,High Net Worth,N,No,9,OHM Cycles,Standard,medium,medium,$235.63,$125.07,$110.56,44997 Anniversary Way,QLD,Australia,39,
1904,Nert,Muglestone,Female,60,1/25/1978,Technical Writer,IT,High Net Worth,N,Yes,14,Solex,Standard,low,medium,"$1,289.85",$74.51,"$1,215.34",507 Onsgard Place,QLD,Australia,39,
1280,Horacio,Peyntue,Male,71,1/24/1978,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,15,OHM Cycles,Road,medium,medium,"$1,280.28",$829.51,$450.77,366 International Way,NSW,Australia,39,
980,Max,Gronaver,Female,19,1/23/1978,Registered Nurse,Health,Mass Customer,N,No,8,Trek Bicycles,Road,low,medium,$980.37,$234.43,$745.94,9623 Fisk Plaza,NSW,Australia,39,
76,Rea,Hasser,Female,20,1/23/1978,Statistician II,Retail,High Net Worth,N,Yes,18,Norco Bicycles,Standard,low,medium,$958.74,$748.90,$209.84,378 Prentice Point,QLD,Australia,39,
409,Tatiania,O'Kane,Female,84,1/23/1978,Executive Secretary,Health,Mass Customer,N,Yes,13,Solex,Standard,medium,medium,"$1,163.89",$589.27,$574.62,36 Sommers Place,NSW,Australia,39,
2011,Guthrie,MacAne,Male,68,1/22/1978,VP Sales,Manufacturing,High Net Worth,N,Yes,12,Solex,Standard,medium,large,"$1,071.23",$380.74,$690.49,3384 Nelson Circle,QLD,Australia,39,
1852,Darby,Shailer,Female,22,1/21/1978,Research Associate,Manufacturing,Affluent Customer,N,No,18,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,$110.81,015 Fulton Pass,QLD,Australia,39,
2336,Karney,Labrone,Male,59,1/19/1978,Dental Hygienist,Health,Affluent Customer,N,No,17,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,$57.73,6386 Raven Road,NSW,Australia,39,
1845,Pascal,Veronique,Male,34,1/16/1978,General Manager,Financial Services,Mass Customer,N,No,6,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,"$1,702.55",93124 Monterey Plaza,VIC,Australia,39,
1827,Stormie,Smyth,Female,92,1/15/1978,Sales Representative,Retail,Affluent Customer,N,Yes,18,OHM Cycles,Standard,high,medium,$227.88,$136.73,$91.15,1 Nova Avenue,NSW,Australia,39,
1582,Francesco,Wasson,Male,32,1/14/1978,Office Assistant III,Property,Mass Customer,N,No,4,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,"$1,069.55",16 Hudson Alley,NSW,Australia,39,
2487,Elton,Piggford,Male,92,1/13/1978,Operator,IT,Affluent Customer,N,Yes,14,Solex,Standard,medium,medium,$100.35,$75.26,$25.09,32 Sutteridge Trail,NSW,Australia,39,
844,Tome,Tyt,Male,13,1/13/1978,Nurse Practicioner,Financial Services,High Net Worth,N,No,9,Norco Bicycles,Standard,medium,small,$586.45,$521.94,$64.51,0671 Vera Drive,QLD,Australia,39,
1468,Adaline,Hayles,Female,37,1/10/1978,Financial Advisor,Financial Services,Mass Customer,N,No,22,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,$451.65,63588 Clove Court,NSW,Australia,39,
3065,Winna,Brusle,Female,88,1/5/1978,Recruiter,Financial Services,High Net Worth,N,Yes,13,Trek Bicycles,Road,low,small,"$1,720.70","$1,531.42",$189.28,72419 Eagan Road,NSW,Australia,39,
3923,Shay,Rayer,Male,90,1/4/1978,Product Engineer,Financial Services,High Net Worth,N,No,16,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,$451.65,434 Eggendart Circle,NSW,Australia,39,
3289,Frederico,Spearman,Male,43,1/4/1978,Assistant Manager,Property,Mass Customer,N,No,12,Solex,Road,medium,large,"$1,777.80",$820.78,$957.02,5 Myrtle Trail,NSW,Australia,39,
1079,Dennie,L' Anglois,Male,70,1/3/1978,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18,Solex,Standard,low,medium,"$1,289.85",$74.51,"$1,215.34",6418 Jenna Trail,NSW,Australia,39,
3662,Pippo,Cator,Male,79,12/30/1977,Community Outreach Specialist,Retail,Mass Customer,N,No,15,Norco Bicycles,Road,medium,medium,$544.05,$376.84,$167.21,1 Carey Pass,NSW,Australia,40,
2874,Delores,Ashcroft,Female,97,12/28/1977,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18,Solex,Standard,high,large,"$1,842.92","$1,105.75",$737.17,5037 Merchant Crossing,NSW,Australia,40,
862,Worden,Fossitt,Male,83,12/27/1977,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16,WeareA2B,Standard,medium,small,"$1,415.01","$1,259.36",$155.65,42 Cordelia Park,NSW,Australia,40,
3444,Kara-lynn,Bims,Female,75,12/25/1977,Nurse Practicioner,Manufacturing,Affluent Customer,N,No,7,Norco Bicycles,Road,high,large,$774.53,$464.72,$309.81,11667 Blackbird Street,NSW,Australia,40,
3596,Christi,Gilluley,Female,57,12/25/1977,Executive Secretary,Retail,Mass Customer,N,No,20,WeareA2B,Standard,low,medium,$642.31,$513.85,$128.46,2 Vermont Avenue,NSW,Australia,40,
2092,Stavros,Hazelby,Male,14,12/22/1977,Safety Technician IV,Manufacturing,High Net Worth,N,No,18,WeareA2B,Standard,medium,medium,"$1,762.96",$950.52,$812.44,53740 Vera Parkway,VIC,Australia,40,
2662,Louisette,Cullimore,Female,53,12/21/1977,Accountant IV,Property,Mass Customer,N,Yes,16,Solex,Standard,low,medium,$945.04,$507.58,$437.46,25 Novick Center,NSW,Australia,40,
3904,Arabelle,Nevill,Female,15,12/17/1977,Sales Representative,Retail,Affluent Customer,N,No,7,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",$144.26,894 Duke Crossing,NSW,Australia,40,
440,Sheena,O'Duggan,Female,46,12/16/1977,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10,Giant Bicycles,Standard,medium,large,$569.56,$528.43,$41.13,3 Monterey Trail,NSW,Australia,40,
1347,Leisha,Signoret,Female,14,12/16/1977,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,14,Norco Bicycles,Road,medium,large,"$1,240.31",$795.10,$445.21,7174 Thackeray Point,NSW,Australia,40,
3487,Amalee,Sanderson,Female,4,12/15/1977,Analyst Programmer,Health,High Net Worth,N,No,18,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,$459.46,37353 Alpine Circle,NSW,Australia,40,
1625,Caryl,Clara,Male,20,12/9/1977,Information Systems Manager,Property,Mass Customer,N,Yes,10,Giant Bicycles,Standard,high,small,"$1,977.36","$1,759.85",$217.51,29 South Point,VIC,Australia,40,
350,Carmela,Jesper,Female,47,12/9/1977,Clinical Specialist,Health,Mass Customer,N,Yes,9,WeareA2B,Standard,medium,medium,$752.64,$205.36,$547.28,7 John Wall Parkway,QLD,Australia,40,
264,Jedd,Spiby,Male,31,12/7/1977,Technical Writer,Health,Mass Customer,N,No,11,Solex,Standard,high,medium,"$1,024.66",$614.80,$409.86,4006 Algoma Crossing,NSW,Australia,40,
3745,Randy,Duligall,Female,90,12/5/1977,Dental Hygienist,Health,Mass Customer,N,Yes,20,Norco Bicycles,Road,medium,large,"$1,240.31",$795.10,$445.21,08260 Jay Court,VIC,Australia,40,
2819,Clyve,Starmont,Male,63,12/4/1977,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,$709.34,57769 Gulseth Lane,NSW,Australia,40,
24,Kim,Skpsey,Female,55,12/3/1977,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,Norco Bicycles,Road,high,large,$774.53,$464.72,$309.81,20 Bluestem Way,QLD,Australia,40,
3458,Alejandro,Shakelade,Male,35,12/1/1977,Web Developer III,Manufacturing,High Net Worth,N,Yes,19,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,"$1,069.55",00 Marcy Crossing,VIC,Australia,40,
2790,Shirleen,Shelsher,Female,16,12/1/1977,Account Representative IV,Retail,High Net Worth,N,Yes,20,OHM Cycles,Standard,medium,medium,$795.34,$101.58,$693.76,44778 Bellgrove Crossing,VIC,Australia,40,
695,Kevan,Kubal,Male,36,11/30/1977,Engineer II,Health,High Net Worth,N,No,11,Trek Bicycles,Mountain,low,medium,$574.64,$459.71,$114.93,14155 Evergreen Way,NSW,Australia,40,
832,Shaun,Murphey,Male,30,11/30/1977,Research Assistant IV,Retail,Mass Customer,N,No,14,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,"$1,702.55",1 Garrison Street,VIC,Australia,40,
2654,Dawn,Yakovitch,Female,83,11/28/1977,Tax Accountant,Telecommunications,Mass Customer,N,No,13,Giant Bicycles,Standard,medium,large,"$1,635.30",$993.66,$641.64,129 Mallory Junction,NSW,Australia,40,
761,Vaughan,McCromley,Male,12,11/27/1977,Media Manager II,Health,Affluent Customer,N,Yes,4,Solex,Standard,medium,medium,$478.16,$298.72,$179.44,2 Pankratz Place,NSW,Australia,40,
2968,Lek,Viel,Male,38,11/25/1977,Human Resources Assistant III,Retail,High Net Worth,N,No,16,Solex,Standard,medium,medium,"$1,945.43",$333.18,"$1,612.25",61 Northfield Pass,NSW,Australia,40,
3934,Cherice,Wehner,Female,38,11/25/1977,Sales Associate,Manufacturing,Mass Customer,N,Yes,16,Giant Bicycles,Standard,high,medium,"$1,274.93",$764.96,$509.97,17 South Crossing,NSW,Australia,40,
285,Julee,Janovsky,Female,3,11/19/1977,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,"$1,544.61",0917 Golf View Parkway,QLD,Australia,40,
1665,Witty,Lauthian,Male,48,11/18/1977,Quality Engineer,Telecommunications,Mass Customer,N,No,11,WeareA2B,Touring,medium,medium,"$1,466.68",$363.25,"$1,103.43",7 Mifflin Terrace,NSW,Australia,40,
3940,Anna,Warmington,Female,9,11/18/1977,Sales Representative,Retail,Mass Customer,N,No,9,Norco Bicycles,Standard,medium,small,$586.45,$521.94,$64.51,78 Shasta Place,NSW,Australia,40,
1274,Emmerich,Tinkler,Male,12,11/16/1977,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20,WeareA2B,Standard,medium,medium,"$1,769.64",$108.76,"$1,660.88",53723 Dunning Street,NSW,Australia,40,
994,Rhetta,Kupker,Female,62,11/14/1977,Librarian,Entertainment,Affluent Customer,N,Yes,5,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,$471.60,223 Trailsway Parkway,NSW,Australia,40,
3538,Kerby,Nassie,Male,19,11/14/1977,Marketing Manager,Health,Mass Customer,N,No,8,Norco Bicycles,Standard,medium,medium,"$1,198.46",$381.10,$817.36,717 Oakridge Way,NSW,Australia,40,
1831,Lisle,Yokel,Male,58,11/13/1977,Social Worker,Health,Mass Customer,N,No,15,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",$199.10,18 School Alley,QLD,Australia,40,
226,Bondie,Letty,Male,96,11/11/1977,Database Administrator IV,Manufacturing,Mass Customer,N,No,20,Giant Bicycles,Road,medium,medium,$792.90,$594.68,$198.22,7 Bartillon Circle,NSW,Australia,40,
1840,Sherman,Gullen,Male,22,11/4/1977,Staff Scientist,Argiculture,High Net Worth,N,Yes,20,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,$827.16,08 Carey Center,VIC,Australia,40,
1962,Paddie,Grunder,Male,13,11/1/1977,Sales Representative,Retail,Mass Customer,N,Yes,22,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,"$1,055.82",548 Dahle Lane,NSW,Australia,40,
2796,Margette,Vidyapin,Female,52,11/1/1977,Web Designer II,Manufacturing,Mass Customer,N,No,9,Trek Bicycles,Standard,medium,small,"$1,775.81","$1,580.47",$195.34,25 Parkside Terrace,QLD,Australia,40,
3371,Josey,Alves,Female,56,10/30/1977,Analyst Programmer,Retail,Mass Customer,N,No,17,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,"$1,544.61",22125 Ramsey Drive,VIC,Australia,40,
3027,Augy,Rudall,Male,83,10/30/1977,Research Nurse,Health,Mass Customer,N,Yes,5,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,"$1,702.55",9045 Kings Avenue,QLD,Australia,40,
1674,Rahal,Woodman,Female,97,10/26/1977,Civil Engineer,Manufacturing,High Net Worth,N,No,20,Solex,Road,medium,small,"$1,703.52","$1,516.13",$187.39,18 Logan Alley,NSW,Australia,40,
2403,Karalee,Tremlett,Female,41,10/25/1977,Technical Writer,Financial Services,Affluent Customer,N,No,12,Solex,Standard,medium,medium,$441.49,$84.99,$356.50,65 Waxwing Drive,NSW,Australia,40,
650,Matthew,Petschelt,Male,81,10/24/1977,Assistant Manager,Health,Mass Customer,N,No,13,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,$90.10,19 Barby Parkway,QLD,Australia,40,
809,Nevsa,Washtell,Female,83,10/23/1977,Biostatistician III,Health,Mass Customer,N,No,18,Solex,Touring,medium,large,"$2,083.94",$675.03,"$1,408.91",9521 Old Shore Trail,NSW,Australia,40,
1479,Avrom,Clougher,Male,25,10/20/1977,Help Desk Technician,Argiculture,Mass Customer,N,No,21,Trek Bicycles,Road,low,small,"$1,720.70","$1,531.42",$189.28,9 Westridge Road,VIC,Australia,40,
1869,Neda,Longfellow,Female,73,10/19/1977,Geologist IV,Financial Services,High Net Worth,N,Yes,9,Giant Bicycles,Standard,medium,medium,"$1,403.50",$954.82,$448.68,845 Mendota Center,NSW,Australia,40,
2257,Siward,Corradino,Male,27,10/13/1977,Librarian,Entertainment,Mass Customer,N,No,15,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,"$1,069.55",1 Cordelia Alley,NSW,Australia,40,
1734,Adriana,Cullerne,Female,88,10/10/1977,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11,Solex,Road,medium,large,"$1,777.80",$820.78,$957.02,8435 Arkansas Terrace,NSW,Australia,40,
2177,Waverly,Creebo,Male,35,10/8/1977,Social Worker,Health,Mass Customer,N,No,9,Norco Bicycles,Road,medium,medium,$544.05,$376.84,$167.21,06008 Anthes Pass,NSW,Australia,40,
2001,Mada,Martinho,Female,21,10/6/1977,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3,WeareA2B,Standard,medium,small,$175.89,$131.92,$43.97,2 Ridgeway Circle,NSW,Australia,40,
